context_length,alpha,beta,adapt,pretrain,chars_processed,time_microsec,bpc
9,49,77,0,1,5500000,3588211,0
9,49,77,0,1,6000000,3904739,0
9,49,77,0,1,6500000,4207149,0
9,49,77,0,1,7000000,4526728,0
9,49,77,0,1,7500000,4863996,0
9,49,77,0,1,8000000,5198822,0
9,49,77,0,1,8500000,5520545,0
9,49,77,0,1,9000000,5854005,0
9,49,77,0,1,9500000,6185022,0
9,49,77,0,1,10000000,6517050,0
9,49,77,0,1,10500000,6837836,0
9,49,77,0,1,11000000,7150833,0
9,49,77,0,1,11500000,7480578,0
9,49,77,0,1,12000000,7884819,0
9,49,77,1,1,500000,290173,0
9,49,77,1,1,1000000,588975,0
9,49,77,1,1,1500000,890125,0
9,49,77,1,1,2000000,1201395,0
9,49,77,1,1,2500000,1516479,0
9,49,77,1,1,3000000,1822133,0
9,49,77,1,1,3500000,2154296,0
9,49,77,1,1,4000000,2457284,0
9,49,77,1,1,4500000,2781777,0
9,49,77,1,1,5000000,3098568,0
9,49,77,1,1,5500000,3421798,0
9,49,77,1,1,6000000,3739003,0
9,49,77,1,1,6500000,4041274,0
9,49,77,1,1,7000000,4359768,0
9,49,77,1,1,7500000,4679712,0
9,49,77,1,1,8000000,4998145,0
9,49,77,1,1,8500000,5304248,0
9,49,77,1,1,9000000,5673434,0
9,49,77,1,1,9500000,6009902,0
9,49,77,1,1,10000000,6325910,0
9,49,77,1,1,10500000,6634105,0
9,49,77,1,1,11000000,6935271,0
9,49,77,1,1,11500000,7250935,0
9,49,77,1,1,12000000,7575182,0
10,49,77,0,1,500000,323106,0
10,49,77,0,1,1000000,655580,0
10,49,77,0,1,1500000,993130,0
10,49,77,0,1,2000000,1342645,0
10,49,77,0,1,2500000,1698214,0
10,49,77,0,1,3000000,2044436,0
10,49,77,0,1,3500000,2417442,0
10,49,77,0,1,4000000,2761197,0
10,49,77,0,1,4500000,3128496,0
10,49,77,0,1,5000000,3488071,0
10,49,77,0,1,5500000,3854221,0
10,49,77,0,1,6000000,4219404,0
10,49,77,0,1,6500000,4565911,0
10,49,77,0,1,7000000,4929856,0
10,49,77,0,1,7500000,5295131,0
10,49,77,0,1,8000000,5667582,0
10,49,77,0,1,8500000,6040722,0
10,49,77,0,1,9000000,6426948,0
10,49,77,0,1,9500000,6810715,0
10,49,77,0,1,10000000,7192768,0
10,49,77,0,1,10500000,7561256,0
10,49,77,0,1,11000000,7920288,0
10,49,77,0,1,11500000,8301913,0
10,49,77,0,1,12000000,8695216,0
10,49,77,1,1,500000,323408,0
10,49,77,1,1,1000000,655641,0
10,49,77,1,1,1500000,993113,0
10,49,77,1,1,2000000,1342758,0
10,49,77,1,1,2500000,1697906,0
10,49,77,1,1,3000000,2043383,0
10,49,77,1,1,3500000,2479271,0
10,49,77,1,1,4000000,2834865,0
10,49,77,1,1,4500000,3204779,0
10,49,77,1,1,5000000,3564732,0
10,49,77,1,1,5500000,3931557,0
10,49,77,1,1,6000000,4291627,0
10,49,77,1,1,6500000,4637590,0
10,49,77,1,1,7000000,5001141,0
10,49,77,1,1,7500000,5366514,0
10,49,77,1,1,8000000,5738916,0
10,49,77,1,1,8500000,6112024,0
10,49,77,1,1,9000000,6497197,0
10,49,77,1,1,9500000,6881360,0
10,49,77,1,1,10000000,7321253,0
10,49,77,1,1,10500000,7690979,0
10,49,77,1,1,11000000,8050819,0
10,49,77,1,1,11500000,8433116,0
10,49,77,1,1,12000000,8827526,0
11,49,77,0,1,500000,355703,0
11,49,77,0,1,1000000,721941,0
11,49,77,0,1,1500000,1094137,0
11,49,77,0,1,2000000,1480300,0
11,49,77,0,1,2500000,1871424,0
11,49,77,0,1,3000000,2256239,0
11,49,77,0,1,3500000,2668262,0
11,49,77,0,1,4000000,3050146,0
11,49,77,0,1,4500000,3458743,0
11,49,77,0,1,5000000,3858432,0
11,49,77,0,1,5500000,4265359,0
11,49,77,0,1,6000000,4666176,0
11,49,77,0,1,6500000,5053750,0
11,49,77,0,1,7000000,5532784,0
11,49,77,0,1,7500000,5970744,0
11,49,77,0,1,8000000,6409180,0
11,49,77,0,1,8500000,6843708,0
11,49,77,0,1,9000000,7295580,0
11,49,77,0,1,9500000,7729229,0
11,49,77,0,1,10000000,8158043,0
11,49,77,0,1,10500000,8572220,0
11,49,77,0,1,11000000,8973856,0
11,49,77,0,1,11500000,9404195,0
11,49,77,0,1,12000000,9849002,0
11,49,77,1,1,500000,356373,0
11,49,77,1,1,1000000,722457,0
11,49,77,1,1,1500000,1093989,0
11,49,77,1,1,2000000,1481244,0
11,49,77,1,1,2500000,1873050,0
11,49,77,1,1,3000000,2258557,0
11,49,77,1,1,3500000,2673931,0
11,49,77,1,1,4000000,3056915,0
11,49,77,1,1,4500000,3471371,0
11,49,77,1,1,5000000,3889274,0
11,49,77,1,1,5500000,4315528,0
11,49,77,1,1,6000000,4734030,0
11,49,77,1,1,6500000,5126446,0
11,49,77,1,1,7000000,5534127,0
11,49,77,1,1,7500000,5943037,0
11,49,77,1,1,8000000,6351817,0
11,49,77,1,1,8500000,6746099,0
11,49,77,1,1,9000000,7182781,0
11,49,77,1,1,9500000,7619332,0
11,49,77,1,1,10000000,8050382,0
11,49,77,1,1,10500000,8466624,0
11,49,77,1,1,11000000,8870668,0
11,49,77,1,1,11500000,9303415,0
11,49,77,1,1,12000000,9750981,0
12,49,77,0,1,500000,386788,0
12,49,77,0,1,1000000,784036,0
12,49,77,0,1,1500000,1188101,0
12,49,77,0,1,2000000,1608482,0
12,49,77,0,1,2500000,2034676,0
12,49,77,0,1,3000000,2455069,0
12,49,77,0,1,3500000,2903448,0
12,49,77,0,1,4000000,3321893,0
12,49,77,0,1,4500000,3769379,0
12,49,77,0,1,5000000,4206060,0
12,49,77,0,1,5500000,4651030,0
12,49,77,0,1,6000000,5091083,0
12,49,77,0,1,6500000,5518323,0
12,49,77,0,1,7000000,6022100,0
12,49,77,0,1,7500000,6483473,0
12,49,77,0,1,8000000,6936285,0
12,49,77,0,1,8500000,7371941,0
12,49,77,0,1,9000000,7819837,0
12,49,77,0,1,9500000,8303491,0
12,49,77,0,1,10000000,8782718,0
12,49,77,0,1,10500000,9242484,0
12,49,77,0,1,11000000,9689002,0
12,49,77,0,1,11500000,10171208,0
12,49,77,0,1,12000000,10668079,0
12,49,77,1,1,500000,384041,0
12,49,77,1,1,1000000,780893,0
12,49,77,1,1,1500000,1185195,0
12,49,77,1,1,2000000,1605156,0
12,49,77,1,1,2500000,2031000,0
12,49,77,1,1,3000000,2451422,0
12,49,77,1,1,3500000,2900199,0
12,49,77,1,1,4000000,3320646,0
12,49,77,1,1,4500000,3766833,0
12,49,77,1,1,5000000,4204920,0
12,49,77,1,1,5500000,4650070,0
12,49,77,1,1,6000000,5089967,0
12,49,77,1,1,6500000,5517761,0
12,49,77,1,1,7000000,5964301,0
12,49,77,1,1,7500000,6412769,0
12,49,77,1,1,8000000,6876938,0
12,49,77,1,1,8500000,7309597,0
12,49,77,1,1,9000000,7756649,0
12,49,77,1,1,9500000,8240796,0
12,49,77,1,1,10000000,8719143,0
12,49,77,1,1,10500000,9179040,0
12,49,77,1,1,11000000,9625534,0
12,49,77,1,1,11500000,10107243,0
12,49,77,1,1,12000000,10604912,0
13,49,77,0,1,500000,413779,0
13,49,77,0,1,1000000,839707,0
13,49,77,0,1,1500000,1274233,0
13,49,77,0,1,2000000,1725636,0
13,49,77,0,1,2500000,2183335,0
13,49,77,0,1,3000000,2638371,0
13,49,77,0,1,3500000,3118836,0
13,49,77,0,1,4000000,3570112,0
13,49,77,0,1,4500000,4050016,0
13,49,77,0,1,5000000,4571906,0
13,49,77,0,1,5500000,5070510,0
13,49,77,0,1,6000000,5553737,0
13,49,77,0,1,6500000,6020876,0
13,49,77,0,1,7000000,6506023,0
13,49,77,0,1,7500000,6992521,0
13,49,77,0,1,8000000,7478108,0
13,49,77,0,1,8500000,7948288,0
13,49,77,0,1,9000000,8432535,0
13,49,77,0,1,9500000,8923417,0
13,49,77,0,1,10000000,9445904,0
13,49,77,0,1,10500000,9947339,0
13,49,77,0,1,11000000,10459487,0
13,49,77,0,1,11500000,11013653,0
13,49,77,0,1,12000000,11570227,0
13,49,77,1,1,500000,412701,0
13,49,77,1,1,1000000,838968,0
13,49,77,1,1,1500000,1272998,0
13,49,77,1,1,2000000,1724466,0
13,49,77,1,1,2500000,2182143,0
13,49,77,1,1,3000000,2697332,0
13,49,77,1,1,3500000,3194791,0
13,49,77,1,1,4000000,3648628,0
13,49,77,1,1,4500000,4129372,0
13,49,77,1,1,5000000,4601234,0
13,49,77,1,1,5500000,5081027,0
13,49,77,1,1,6000000,5557968,0
13,49,77,1,1,6500000,6021261,0
13,49,77,1,1,7000000,6504660,0
13,49,77,1,1,7500000,6989143,0
13,49,77,1,1,8000000,7475378,0
13,49,77,1,1,8500000,7944625,0
13,49,77,1,1,9000000,8484485,0
13,49,77,1,1,9500000,8987079,0
13,49,77,1,1,10000000,9515003,0
13,49,77,1,1,10500000,10018102,0
13,49,77,1,1,11000000,10504806,0
13,49,77,1,1,11500000,11033427,0
13,49,77,1,1,12000000,11578397,0
